,Train_mse,Validation_mse
0,0.2605356844669244,0.2451924905180931
1,0.057211164437796724,0.21286972239613533
2,0.056326462746650555,0.213533453643322
3,0.05567954074731977,0.2101436381538709
4,0.05568628575441973,0.2196907525261243
5,0.05525377953319617,0.21336724609136581
6,0.05490734127684022,0.20313449203968048
7,0.05476613465766862,0.20543353880445164
8,0.054129341564510235,0.21581880003213882
9,0.054367280828784094,0.2088257148861885
